# creator_id:
# - orcid:0000-0002-6379-8932
# - orcid:0000-0002-8461-9745
# curie_map:
#   CO_320: http://purl.obolibrary.org/obo/CO_320_
#   TO: http://purl.obolibrary.org/obo/TO_
#   orcid: https://orcid.org/
#   owl: http://www.w3.org/2002/07/owl#
#   rdf: http://www.w3.org/1999/02/22-rdf-syntax-ns#
#   rdfs: http://www.w3.org/2000/01/rdf-schema#
#   semapv: https://w3id.org/semapv/
#   skos: http://www.w3.org/2004/02/skos/core#
#   sssom: https://w3id.org/sssom/
# license: https://creativecommons.org/licenses/by/4.0/
# mapping_set_group: rice_mappings
# mapping_set_id: co_320_to
# mapping_set_title: 'Rice Mappings: CO_320-TO'
# object_source: http://purl.obolibrary.org/to.owl
# object_source_version: http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl
# subject_source: https://cropontology.org/ontology/CO_320/Rice/owl
# subject_source_version: https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv
subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	creator_id	subject_source_version	object_source_version	confidence
CO_320:0000108	head rice	rdfs:subClassOf	TO:0000222	head rice	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000109	caryopsis shape	rdfs:subClassOf	TO:0002730	grain shape	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000110	caryopsis length	rdfs:subClassOf	TO:0000734	grain length	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000111	brown rice protein content	rdfs:subClassOf	TO:0000138	brown rice protein	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000115	pericarp colour	rdfs:subClassOf	TO:0000707	pericarp color	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000117	caryopsis width	rdfs:subClassOf	TO:0000975	grain width	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000121	sterile lemma shape	rdfs:subClassOf	TO:0002726	sterile lemma shape	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000124	rhizome and stolon formation	rdfs:subClassOf	TO:0002767	rhizome formation	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000128	panicle axis texture	rdfs:subClassOf	TO:0002754	inflorescence axis texture	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000132	ligule pubescence	rdfs:subClassOf	TO:0002749	ligule pubescence	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000137	flag leaf width	rdfs:subClassOf	TO:0002758	flag leaf lamina width	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000138	flag leaf length	rdfs:subClassOf	TO:0002757	flag leaf length	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000141	panicle distance to basal branch	rdfs:subClassOf	TO:0000545	panicle base to lowest branch	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000144	awn thickness	rdfs:subClassOf	TO:0002719	awn thickness	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000146	awn length	rdfs:subClassOf	TO:0000072	awn length	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000150	anther length	rdfs:subClassOf	TO:0000531	anther length	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000152	panicle shattering	skos:broadMatch	TO:0000406	panicle threshability	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000154	culm node underlying colour	skos:broadMatch	TO:0000059	node color	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000155	culm diameter	rdfs:subClassOf	TO:0001035	stem width	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000156	awn presence	rdfs:subClassOf	TO:0002734	awn presence	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000158	pollen sterility	rdfs:subClassOf	TO:0000053	pollen sterility	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000159	spikelet sterility	rdfs:subClassOf	TO:0000436	spikelet sterility	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000173	bacterial blight damage	rdfs:subClassOf	TO:0000175	rice bacterial blight disease resistance	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000174	bacterial leaf streak damage	rdfs:subClassOf	TO:0000203	rice bacterial leaf streak disease resistance	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000176	Leaf blast damage	rdfs:subClassOf	TO:0000468	leaf blast disease resistance	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000177	brown spot damage	rdfs:subClassOf	TO:0000356	brown spot disease resistance	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000178	false smut	rdfs:subClassOf	TO:0000129	false smut disease resistance	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000179	grassy stunt 1 disease	rdfs:subClassOf	TO:0000127	rice grassy stunt virus-1 resistance	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000180	kernel smut	rdfs:subClassOf	TO:0000048	kernel smut disease resistance	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000181	leaf scald damage	rdfs:subClassOf	TO:0000378	leaf scald disease resistance	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000182	narrow brown leaf spot damage	rdfs:subClassOf	TO:0000422	narrow brown leaf spot disease resistance	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000183	ragged stunt disease	rdfs:subClassOf	TO:0000386	rice ragged stunt virus resistance	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000184	rice tungro disease	rdfs:subClassOf	TO:0000413	rice tungro virus resistance	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000185	sheath rot	rdfs:subClassOf	TO:0000086	sheath rot disease resistance	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000186	stem rot	rdfs:subClassOf	TO:0000323	stem rot disease resistance	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000187	ufra	rdfs:subClassOf	TO:0000121	ufra damage	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000189	sheath blight	rdfs:subClassOf	TO:0000255	sheath blight disease resistance	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000192	yellow mottle disease	rdfs:subClassOf	TO:0000088	rice yellow mottle virus resistance	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000193	hoja blanca disease	rdfs:subClassOf	TO:0000147	rice hoja blanca disease resistance	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000194	udbatta disease	rdfs:subClassOf	TO:0000045	udbatta disease resistance	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000195	bakanae disease	rdfs:subClassOf	TO:0000418	bakanae disease resistance	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000196	brown planthopper damage	rdfs:subClassOf	TO:0000424	brown planthopper resistance	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000197	case worm damage	rdfs:subClassOf	TO:0000405	caseworm resistance	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000199	gall midge damage	rdfs:subClassOf	TO:0000423	gall midge resistance	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000200	green leafhopper damage	rdfs:subClassOf	TO:0000212	green leafhopper resistance	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000201	leaffolder damage	rdfs:subClassOf	TO:0000403	leaf-folder resistance	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000203	rice bug damage	rdfs:subClassOf	TO:0000220	rice bug resistance	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000206	rice whorl maggot damage	rdfs:subClassOf	TO:0000332	rice whorl maggot resistance	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000208	stem borer damage	rdfs:subClassOf	TO:0000454	stem borer resistance	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000210	thrip damage	rdfs:subClassOf	TO:0000154	thrips resistance	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000211	whitebacked planthopper damage	rdfs:subClassOf	TO:0000205	white-backed planthopper resistance	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000213	bird damage	rdfs:subClassOf	TO:0000260	bird damage resistance	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000214	rat damage	rdfs:subClassOf	TO:0000117	rat damage resistance	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000216	rice delphacid	rdfs:subClassOf	TO:0000246	rice delphacid resistance	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000218	seedling height	rdfs:subClassOf	TO:0000019	seedling height	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000483	anther colour	rdfs:subClassOf	TO:0000187	anther color	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000484	anthocyanin below apiculus	skos:broadMatch	TO:0000071	anthocyanin content	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000485	apiculus anthocyanin	skos:broadMatch	TO:0000071	anthocyanin content	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000486	apiculus shape	skos:broadMatch	TO:0000079	lemma and palea morphology trait	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000487	auricle anthocyanin	skos:broadMatch	TO:0000071	anthocyanin content	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000488	awn distribution	skos:broadMatch	TO:0000657	spikelet morphology trait	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000489	basal leaf sheath anthocyanin	skos:broadMatch	TO:0000071	anthocyanin content	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000490	chromosome number	skos:broadMatch	TO:0002683	plant cell morphology trait	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000491	coleoptile anthocyanin	skos:broadMatch	TO:0000071	anthocyanin content	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000492	collar anthocyanin	skos:broadMatch	TO:0000071	anthocyanin content	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000493	culm internode color	rdfs:subClassOf	TO:0000426	internode color	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000494	culm internode underlying colour	skos:broadMatch	TO:0000427	internode color	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000495	culm node anthocyanin	skos:broadMatch	TO:0000071	anthocyanin content	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000496	culm number	rdfs:subClassOf	TO:0000027	culm number	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000497	endosperm type	skos:broadMatch	TO:0000575	endosperm morphology trait	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000498	flowering date	skos:narrowMatch	TO:0000344	days to flowering trait	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
